pair_id,source_idx,target_idx,source_global_node,target_global_node,source_timepoint,target_timepoint,euclidean_distance_pc20,graph_path_num_nodes,graph_path_length_pc20,straight_path_length_pc20,path_length_ratio,connected_pair,used_fallback,pair_selection_mode,main_figure_pair_selection_mode,no_metric_based_pair_selection,state_space,visualization_space,selected_k_graph,graph_density,graph_components_by_k,endpoint_connected_fraction_by_k,interpretation,selected_for_main_figure,main_figure_selected_rank
255,3809,91,6190,6635,1,2,2.4211206436157227,3,3.562446117401123,2.4211206436157227,1.4714038008783135,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
256,3031,3011,5412,9555,1,2,4.744897842407227,6,11.704864501953125,4.744897842407227,2.4668317191872147,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
257,969,2768,3350,9312,1,2,5.064204216003418,8,17.671276092529297,5.064204216003418,3.489447766874449,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
258,805,1465,3186,8009,1,2,5.01043701171875,6,12.048384666442871,5.01043701171875,2.404657445700503,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
259,1046,3123,3427,9667,1,2,2.961794376373291,3,4.412181854248047,2.961794376373291,1.4896989100407272,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
260,2112,1192,4493,7736,1,2,3.910135507583618,4,6.401576519012451,3.910135507583618,1.6371751072556795,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
261,934,1932,3315,8476,1,2,3.430065631866455,2,3.430065631866455,3.430065631866455,1.0,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
262,829,3072,3210,9616,1,2,3.4527695178985596,5,8.726594924926758,3.4527695178985596,2.527418896537866,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
263,40,1792,2421,8336,1,2,4.3605427742004395,6,12.178997039794922,4.3605427742004395,2.7930002457155334,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
264,3410,440,5791,6984,1,2,6.48319149017334,10,20.801584243774414,6.48319149017334,3.208540774293595,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
265,3628,2874,6009,9418,1,2,4.397951602935791,5,10.668071746826172,4.397951602935791,2.425691028456259,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
266,385,444,2766,6988,1,2,3.6652865409851074,5,9.140222549438477,3.6652865409851074,2.4937266015174595,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
267,1306,324,3687,6868,1,2,6.264448165893555,8,19.07657241821289,6.264448165893555,3.0452119505233113,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
268,333,2025,2714,8569,1,2,3.7450339794158936,4,8.324848175048828,3.7450339794158936,2.2229032422149717,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
269,1831,2817,4212,9361,1,2,4.739197254180908,6,11.443037033081055,4.739197254180908,2.4145517519841646,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
270,3094,704,5475,7248,1,2,3.1629741191864014,3,4.662001609802246,3.1629741191864014,1.4739297364220714,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
271,1761,12,4142,6556,1,2,3.655913829803467,6,12.515373229980469,3.655913829803467,3.4233228168436525,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
272,1310,2042,3691,8586,1,2,5.452149868011475,6,12.481813430786133,5.452149868011475,2.2893379186105425,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
273,644,687,3025,7231,1,2,3.1723787784576416,7,12.851313591003418,3.1723787784576416,4.051002256814842,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
274,4159,159,6540,6703,1,2,2.827199935913086,2,2.827199935913086,2.827199935913086,1.0,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
275,732,1944,3113,8488,1,2,5.609534740447998,9,23.197126388549805,5.609534740447998,4.135303097649984,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
276,3627,805,6008,7349,1,2,3.344698429107666,4,6.231462001800537,3.344698429107666,1.863086354085152,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
277,1700,761,4081,7305,1,2,3.449451208114624,4,8.248979568481445,3.449451208114624,2.39138896908477,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",True,5.0
278,76,1422,2457,7966,1,2,3.4888648986816406,5,8.55639362335205,3.4888648986816406,2.4524863736011415,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
279,1239,1289,3620,7833,1,2,4.209080696105957,7,17.706920623779297,4.209080696105957,4.206838001504914,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
280,889,1139,3270,7683,1,2,2.719346761703491,4,6.2519989013671875,2.719346761703491,2.299081157803767,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
281,3817,2258,6198,8802,1,2,3.8243138790130615,6,11.63571834564209,3.8243138790130615,3.0425636372307685,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
282,2162,2670,4543,9214,1,2,4.111462116241455,4,6.880318641662598,4.111462116241455,1.6734481425679115,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
283,3358,187,5739,6731,1,2,5.709003448486328,6,17.461881637573242,5.709003448486328,3.058656698167356,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
284,4075,260,6456,6804,1,2,3.632054328918457,5,10.45322036743164,3.632054328918457,2.8780462572387706,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
285,347,2974,2728,9518,1,2,3.602015256881714,2,3.602015256881714,3.602015256881714,1.0,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
286,3496,833,5877,7377,1,2,4.376175403594971,7,16.00592041015625,4.376175403594971,3.6575134527303446,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
287,3659,1510,6040,8054,1,2,4.541757583618164,7,12.139899253845215,4.541757583618164,2.672951832046931,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
288,3666,501,6047,7045,1,2,3.812819480895996,5,10.382494926452637,3.812819480895996,2.7230491709544022,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
289,1549,392,3930,6936,1,2,4.633768558502197,6,10.962366104125977,4.633768558502197,2.3657560721309334,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
290,3872,892,6253,7436,1,2,4.60591983795166,6,13.08604621887207,4.60591983795166,2.8411363374252043,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
291,3777,112,6158,6656,1,2,2.500744342803955,2,2.500744342803955,2.500744342803955,1.0,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
292,2630,2407,5011,8951,1,2,3.3330776691436768,4,7.932199478149414,3.3330776691436768,2.3798423755865636,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
293,1530,90,3911,6634,1,2,3.644381284713745,6,9.370138168334961,3.644381284713745,2.5711190559664385,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
294,1389,1729,3770,8273,1,2,5.175586700439453,7,15.993681907653809,5.175586700439453,3.090216208008998,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
295,431,113,2812,6657,1,2,6.885680198669434,10,25.292675018310547,6.885680198669434,3.6732282488515833,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
296,3580,1783,5961,8327,1,2,3.798595905303955,5,8.401655197143555,3.798595905303955,2.2117791432914404,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
297,552,1275,2933,7819,1,2,3.2756636142730713,3,4.985801696777344,3.2756636142730713,1.5220737792039074,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
298,1837,497,4218,7041,1,2,3.5357553958892822,3,5.528749465942383,3.5357553958892822,1.5636685366782395,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
299,1722,1779,4103,8323,1,2,6.458378314971924,9,19.99703598022461,6.458378314971924,3.0962936831785055,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
300,83,2833,2464,9377,1,2,4.716214656829834,6,12.037531852722168,4.716214656829834,2.5523714946455827,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
301,899,1676,3280,8220,1,2,3.6797611713409424,6,11.47839069366455,3.6797611713409424,3.119330347594735,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
302,1188,2333,3569,8877,1,2,5.323550701141357,7,16.510358810424805,5.323550701141357,3.1013809649422557,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
303,2962,505,5343,7049,1,2,6.3701558113098145,8,21.97652816772461,6.3701558113098145,3.449920036289639,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
304,4002,3089,6383,9633,1,2,5.398599147796631,6,16.196414947509766,5.398599147796631,3.0001143822875096,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
305,1745,1028,4126,7572,1,2,2.938584089279175,3,4.248639106750488,2.938584089279175,1.4458116486272359,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
306,600,2996,2981,9540,1,2,4.662837028503418,6,12.020827293395996,4.662837028503418,2.5780071702943896,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
307,2447,232,4828,6776,1,2,4.646031379699707,5,11.057129859924316,4.646031379699707,2.3799085620121203,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
308,2169,3183,4550,9727,1,2,5.5427937507629395,7,17.670143127441406,5.5427937507629395,3.187948879571641,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
309,3516,634,5897,7178,1,2,3.9044578075408936,5,10.241060256958008,3.9044578075408936,2.622914822431654,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
310,2540,705,4921,7249,1,2,7.327256679534912,8,19.98770523071289,7.327256679534912,2.7278565641816144,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
311,2421,2174,4802,8718,1,2,2.423970937728882,4,6.079400062561035,2.423970937728882,2.508033395918961,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
312,942,2225,3323,8769,1,2,5.406009197235107,6,11.918399810791016,5.406009197235107,2.2046577014494644,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
313,3639,3172,6020,9716,1,2,4.04453182220459,3,5.765092849731445,4.04453182220459,1.4254042502721647,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
314,627,3,3008,6547,1,2,3.6599762439727783,4,6.304522514343262,3.6599762439727783,1.7225583157064208,True,False,ot_coupling_seeded_sample_no_metric_filter,evenly_spaced_connected_pair_ids_no_metric_filter,True,20D PC X_cost,PHATE 2D only,10,0.0008897168494031971,10:1;15:1;20:1;30:1;50:1;80:1;100:1,10:1.000;15:1.000;20:1.000;30:1.000;50:1.000;80:1.000;100:1.000,"density-aware diagnostic, not lineage inference",False,
