cell_id,state_1,state_2,time,condition,fate_label,batch,donor,replicate
perturbed_cell_000151,-1.0411326,-0.037417654,0.0,perturbed,progenitor,batch_A,donor_4,replicate_3
perturbed_cell_000152,-1.0405886,0.06607592,0.0,perturbed,progenitor,batch_A,donor_3,replicate_3
perturbed_cell_000153,-1.3014181,-0.06951598,0.0,perturbed,progenitor,batch_A,donor_2,replicate_3
perturbed_cell_000154,-0.99504817,-0.13734876,0.0,perturbed,progenitor,batch_C,donor_1,replicate_2
perturbed_cell_000155,-1.1987748,0.008395307,0.0,perturbed,progenitor,batch_B,donor_4,replicate_2
perturbed_cell_000156,-1.1289803,0.13188644,0.0,perturbed,progenitor,batch_B,donor_2,replicate_3
perturbed_cell_000157,-1.2287941,0.010172352,0.0,perturbed,progenitor,batch_B,donor_2,replicate_3
perturbed_cell_000158,-1.0888417,-0.025314763,0.0,perturbed,progenitor,batch_B,donor_2,replicate_2
perturbed_cell_000159,-1.2227628,-0.03743871,0.0,perturbed,progenitor,batch_B,donor_1,replicate_2
perturbed_cell_000160,-1.2478337,-0.0015180674,0.0,perturbed,progenitor,batch_B,donor_2,replicate_3
perturbed_cell_000161,-1.0633134,-0.04195069,0.0,perturbed,progenitor,batch_A,donor_3,replicate_2
perturbed_cell_000162,-1.0967253,-0.1626823,0.0,perturbed,progenitor,batch_C,donor_2,replicate_2
perturbed_cell_000163,-1.3003523,0.099388815,0.0,perturbed,progenitor,batch_B,donor_4,replicate_2
perturbed_cell_000164,-1.1648904,0.033546798,0.0,perturbed,progenitor,batch_B,donor_3,replicate_3
perturbed_cell_000165,-1.2703063,-0.077646606,0.0,perturbed,progenitor,batch_A,donor_3,replicate_2
perturbed_cell_000166,-1.0565779,-0.004761268,0.0,perturbed,progenitor,batch_B,donor_1,replicate_2
perturbed_cell_000167,-1.0998251,0.0008401701,0.0,perturbed,progenitor,batch_A,donor_2,replicate_3
perturbed_cell_000168,-1.0571984,-0.04577054,0.0,perturbed,progenitor,batch_B,donor_2,replicate_3
perturbed_cell_000169,-1.335974,-0.07826171,0.0,perturbed,progenitor,batch_A,donor_4,replicate_3
perturbed_cell_000170,-1.1071019,0.01985313,0.0,perturbed,progenitor,batch_B,donor_4,replicate_2
perturbed_cell_000171,-1.1726999,0.09347508,0.0,perturbed,progenitor,batch_C,donor_3,replicate_3
perturbed_cell_000172,-1.199917,-0.09500897,0.0,perturbed,progenitor,batch_B,donor_2,replicate_3
perturbed_cell_000173,-1.0811826,-0.057109814,0.0,perturbed,progenitor,batch_B,donor_3,replicate_3
perturbed_cell_000174,-1.1324352,-0.11807732,0.0,perturbed,progenitor,batch_A,donor_4,replicate_2
perturbed_cell_000175,-1.2712033,-0.054288246,0.0,perturbed,progenitor,batch_C,donor_1,replicate_2
perturbed_cell_000176,-0.9731326,0.036861137,0.0,perturbed,progenitor,batch_A,donor_4,replicate_2
perturbed_cell_000177,-1.1734717,-0.0339928,0.0,perturbed,progenitor,batch_C,donor_4,replicate_3
perturbed_cell_000178,-1.1320862,0.010295187,0.0,perturbed,progenitor,batch_B,donor_4,replicate_2
perturbed_cell_000179,-1.0930053,0.16305095,0.0,perturbed,progenitor,batch_B,donor_2,replicate_2
perturbed_cell_000180,-1.1767542,0.21237999,0.0,perturbed,progenitor,batch_A,donor_3,replicate_3
perturbed_cell_000181,-1.3049171,0.017653119,0.0,perturbed,progenitor,batch_A,donor_4,replicate_3
perturbed_cell_000182,-1.2087762,0.041916884,0.0,perturbed,progenitor,batch_B,donor_1,replicate_2
perturbed_cell_000183,-1.2577266,-0.06671533,0.0,perturbed,progenitor,batch_A,donor_1,replicate_3
perturbed_cell_000184,-1.1475977,-0.11035893,0.0,perturbed,progenitor,batch_B,donor_1,replicate_2
perturbed_cell_000185,-0.8981743,0.09348727,0.0,perturbed,progenitor,batch_C,donor_1,replicate_2
perturbed_cell_000186,-1.0837452,0.031596616,0.0,perturbed,progenitor,batch_C,donor_4,replicate_2
perturbed_cell_000187,-1.1092981,-0.011737072,0.0,perturbed,progenitor,batch_B,donor_1,replicate_2
perturbed_cell_000188,-1.1298829,-0.01905388,0.0,perturbed,progenitor,batch_B,donor_1,replicate_3
perturbed_cell_000189,-1.2346756,-0.015114856,0.0,perturbed,progenitor,batch_A,donor_3,replicate_3
perturbed_cell_000190,-1.0331683,0.02641357,0.0,perturbed,progenitor,batch_A,donor_2,replicate_2
perturbed_cell_000191,-1.018488,0.08173959,0.0,perturbed,progenitor,batch_B,donor_4,replicate_2
perturbed_cell_000192,-0.96643955,0.018682443,0.0,perturbed,progenitor,batch_A,donor_1,replicate_2
perturbed_cell_000193,-1.1357737,-0.032583594,0.0,perturbed,progenitor,batch_B,donor_4,replicate_2
perturbed_cell_000194,-1.0510005,-0.03356368,0.0,perturbed,progenitor,batch_C,donor_4,replicate_3
perturbed_cell_000195,-1.0969396,-0.13650711,0.0,perturbed,progenitor,batch_B,donor_3,replicate_2
perturbed_cell_000196,-1.1865304,0.11660579,0.0,perturbed,progenitor,batch_B,donor_3,replicate_3
perturbed_cell_000197,-1.107173,0.109707385,0.0,perturbed,progenitor,batch_B,donor_4,replicate_2
perturbed_cell_000198,-1.1905379,-0.017047169,0.0,perturbed,progenitor,batch_B,donor_4,replicate_2
perturbed_cell_000199,-1.284742,7.994126e-05,0.0,perturbed,progenitor,batch_A,donor_2,replicate_2
perturbed_cell_000200,-1.0827223,-0.017477453,0.0,perturbed,progenitor,batch_A,donor_3,replicate_3
perturbed_cell_000201,-1.1415669,-0.07581418,0.0,perturbed,progenitor,batch_B,donor_4,replicate_2
perturbed_cell_000202,-1.2178609,0.0013189855,0.0,perturbed,progenitor,batch_B,donor_1,replicate_2
perturbed_cell_000203,-1.0868193,-0.028620282,0.0,perturbed,progenitor,batch_C,donor_3,replicate_2
perturbed_cell_000204,-1.0926517,0.093734965,0.0,perturbed,progenitor,batch_A,donor_3,replicate_2
perturbed_cell_000205,-1.1878471,-0.09234386,0.0,perturbed,progenitor,batch_B,donor_1,replicate_2
perturbed_cell_000206,-1.3301806,0.0201143,0.0,perturbed,progenitor,batch_C,donor_1,replicate_2
perturbed_cell_000207,-1.2084043,0.0072884387,0.0,perturbed,progenitor,batch_A,donor_3,replicate_2
perturbed_cell_000208,-1.2036817,-0.01982017,0.0,perturbed,progenitor,batch_B,donor_2,replicate_2
perturbed_cell_000209,-1.1190739,-0.029074315,0.0,perturbed,progenitor,batch_B,donor_2,replicate_2
perturbed_cell_000210,-1.0676931,-0.06320577,0.0,perturbed,progenitor,batch_C,donor_2,replicate_2
perturbed_cell_000211,-1.2009325,-0.032752067,0.0,perturbed,progenitor,batch_C,donor_4,replicate_2
perturbed_cell_000212,-1.1153245,-0.08784671,0.0,perturbed,progenitor,batch_B,donor_4,replicate_3
perturbed_cell_000213,-1.057826,-0.14342329,0.0,perturbed,progenitor,batch_B,donor_4,replicate_3
perturbed_cell_000214,-1.1640115,0.027729122,0.0,perturbed,progenitor,batch_C,donor_2,replicate_2
perturbed_cell_000215,-1.2707424,0.029301934,0.0,perturbed,progenitor,batch_B,donor_1,replicate_3
perturbed_cell_000216,-1.0836846,0.01871688,0.0,perturbed,progenitor,batch_C,donor_3,replicate_2
perturbed_cell_000217,-1.1554868,-0.00718423,0.0,perturbed,progenitor,batch_B,donor_3,replicate_3
perturbed_cell_000218,-1.1516576,0.07630997,0.0,perturbed,progenitor,batch_B,donor_4,replicate_3
perturbed_cell_000219,-1.1711051,-0.03944385,0.0,perturbed,progenitor,batch_B,donor_2,replicate_3
perturbed_cell_000220,-1.0803952,0.04744444,0.0,perturbed,progenitor,batch_B,donor_1,replicate_2
perturbed_cell_000221,-1.0656182,-0.091014564,0.0,perturbed,progenitor,batch_A,donor_3,replicate_2
perturbed_cell_000222,-1.0606316,-0.013834419,0.0,perturbed,progenitor,batch_C,donor_2,replicate_3
perturbed_cell_000223,-1.2241346,0.0614293,0.0,perturbed,progenitor,batch_B,donor_1,replicate_2
perturbed_cell_000224,-1.1233523,-0.08670717,0.0,perturbed,progenitor,batch_C,donor_2,replicate_3
perturbed_cell_000225,-1.1688274,0.051129326,0.0,perturbed,progenitor,batch_A,donor_4,replicate_2
perturbed_cell_000226,-1.2917935,0.043637205,0.0,perturbed,progenitor,batch_B,donor_3,replicate_3
perturbed_cell_000227,-1.1667416,0.041200515,0.0,perturbed,progenitor,batch_A,donor_4,replicate_2
perturbed_cell_000228,-1.328177,0.12785992,0.0,perturbed,progenitor,batch_A,donor_1,replicate_3
perturbed_cell_000229,-1.1990111,-0.04676947,0.0,perturbed,progenitor,batch_C,donor_2,replicate_3
perturbed_cell_000230,-1.1692015,0.043933388,0.0,perturbed,progenitor,batch_A,donor_4,replicate_3
perturbed_cell_000231,-1.1613879,0.124335155,0.0,perturbed,progenitor,batch_C,donor_3,replicate_3
perturbed_cell_000232,-1.1688387,0.13157819,0.0,perturbed,progenitor,batch_C,donor_2,replicate_3
perturbed_cell_000233,-1.1662561,0.00051198056,0.0,perturbed,progenitor,batch_C,donor_3,replicate_2
perturbed_cell_000234,-1.2773557,-0.06441488,0.0,perturbed,progenitor,batch_C,donor_3,replicate_2
perturbed_cell_000235,-1.1264147,-0.11628955,0.0,perturbed,progenitor,batch_B,donor_3,replicate_2
perturbed_cell_000236,-1.0148323,0.017183866,0.0,perturbed,progenitor,batch_B,donor_4,replicate_2
perturbed_cell_000237,-1.1785582,-0.0071576275,0.0,perturbed,progenitor,batch_A,donor_3,replicate_3
perturbed_cell_000238,-1.0160601,0.06255364,0.0,perturbed,progenitor,batch_B,donor_4,replicate_2
perturbed_cell_000239,-1.3019974,-0.033490185,0.0,perturbed,progenitor,batch_B,donor_2,replicate_2
perturbed_cell_000240,-1.0765103,-0.06809311,0.0,perturbed,progenitor,batch_B,donor_1,replicate_2
perturbed_cell_000241,-1.1213953,-0.18184763,0.0,perturbed,progenitor,batch_C,donor_3,replicate_3
perturbed_cell_000242,-1.1970943,0.008822038,0.0,perturbed,progenitor,batch_B,donor_1,replicate_2
perturbed_cell_000243,-1.09191,-0.038628012,0.0,perturbed,progenitor,batch_B,donor_3,replicate_3
perturbed_cell_000244,-1.0758669,-0.11912727,0.0,perturbed,progenitor,batch_A,donor_3,replicate_3
perturbed_cell_000245,-1.1649528,0.014746388,0.0,perturbed,progenitor,batch_B,donor_3,replicate_2
perturbed_cell_000246,-1.2757828,0.103411995,0.0,perturbed,progenitor,batch_B,donor_2,replicate_2
perturbed_cell_000247,-1.1266598,-0.08859923,0.0,perturbed,progenitor,batch_B,donor_1,replicate_3
perturbed_cell_000248,-1.1057355,-0.06698272,0.0,perturbed,progenitor,batch_B,donor_2,replicate_3
perturbed_cell_000249,-1.2021611,-0.10972114,0.0,perturbed,progenitor,batch_B,donor_1,replicate_3
perturbed_cell_000250,-1.1789389,-0.17592926,0.0,perturbed,progenitor,batch_B,donor_3,replicate_3
perturbed_cell_000251,-1.1327486,0.14817266,0.0,perturbed,progenitor,batch_A,donor_2,replicate_3
perturbed_cell_000252,-1.1857053,-0.18444629,0.0,perturbed,progenitor,batch_B,donor_1,replicate_3
perturbed_cell_000253,-1.1884184,-0.0055860407,0.0,perturbed,progenitor,batch_A,donor_1,replicate_2
perturbed_cell_000254,-1.137854,-0.0053010155,0.0,perturbed,progenitor,batch_B,donor_2,replicate_2
perturbed_cell_000255,-1.0282329,-0.015101834,0.0,perturbed,progenitor,batch_A,donor_3,replicate_3
perturbed_cell_000256,-1.1817554,0.027905166,0.0,perturbed,progenitor,batch_B,donor_4,replicate_3
perturbed_cell_000257,-1.1144375,-0.017113166,0.0,perturbed,progenitor,batch_B,donor_3,replicate_3
perturbed_cell_000258,-1.169537,-0.052134704,0.0,perturbed,progenitor,batch_B,donor_3,replicate_3
perturbed_cell_000259,-1.0916731,-0.12442174,0.0,perturbed,progenitor,batch_B,donor_2,replicate_2
perturbed_cell_000260,-1.1406648,0.07100468,0.0,perturbed,progenitor,batch_C,donor_2,replicate_3
perturbed_cell_000261,-1.1545391,-0.1394095,0.0,perturbed,progenitor,batch_B,donor_2,replicate_3
perturbed_cell_000262,-1.1631892,0.058151525,0.0,perturbed,progenitor,batch_A,donor_4,replicate_3
perturbed_cell_000263,-1.1318208,-0.086749375,0.0,perturbed,progenitor,batch_A,donor_3,replicate_3
perturbed_cell_000264,-0.9671634,0.074452326,0.0,perturbed,progenitor,batch_B,donor_1,replicate_2
perturbed_cell_000265,-1.1378016,0.22182968,0.0,perturbed,progenitor,batch_A,donor_2,replicate_3
perturbed_cell_000266,-1.1734122,-0.12097925,0.0,perturbed,progenitor,batch_C,donor_2,replicate_3
perturbed_cell_000267,-1.1633737,0.005398959,0.0,perturbed,progenitor,batch_B,donor_4,replicate_3
perturbed_cell_000268,-1.275873,0.05531679,0.0,perturbed,progenitor,batch_B,donor_4,replicate_3
perturbed_cell_000269,-1.0711765,-0.11386966,0.0,perturbed,progenitor,batch_B,donor_3,replicate_2
perturbed_cell_000270,-1.2021214,-0.098070405,0.0,perturbed,progenitor,batch_C,donor_1,replicate_3
perturbed_cell_000271,-1.2544512,0.035220403,0.0,perturbed,progenitor,batch_C,donor_2,replicate_3
perturbed_cell_000272,-1.1427842,-0.017712608,0.0,perturbed,progenitor,batch_C,donor_2,replicate_3
perturbed_cell_000273,-1.1253532,-0.03109989,0.0,perturbed,progenitor,batch_B,donor_2,replicate_2
perturbed_cell_000274,-1.2022233,-0.031991124,0.0,perturbed,progenitor,batch_A,donor_1,replicate_3
perturbed_cell_000275,-1.1699767,0.001430989,0.0,perturbed,progenitor,batch_C,donor_4,replicate_2
perturbed_cell_000276,-1.109116,-0.05870561,0.0,perturbed,progenitor,batch_B,donor_1,replicate_2
perturbed_cell_000277,-1.1734996,-0.046157204,0.0,perturbed,progenitor,batch_C,donor_3,replicate_3
perturbed_cell_000278,-1.2001419,0.06319213,0.0,perturbed,progenitor,batch_B,donor_1,replicate_3
perturbed_cell_000279,-1.2067735,-0.012457884,0.0,perturbed,progenitor,batch_C,donor_1,replicate_3
perturbed_cell_000280,-1.231808,0.056254216,0.0,perturbed,progenitor,batch_C,donor_1,replicate_3
perturbed_cell_000281,-1.0619143,0.013570892,0.0,perturbed,progenitor,batch_C,donor_3,replicate_2
perturbed_cell_000282,-0.99507165,-0.16870487,0.0,perturbed,progenitor,batch_B,donor_4,replicate_2
perturbed_cell_000283,-1.2055385,0.052423242,0.0,perturbed,progenitor,batch_A,donor_3,replicate_3
perturbed_cell_000284,-1.2747194,-0.013492802,0.0,perturbed,progenitor,batch_C,donor_3,replicate_2
perturbed_cell_000285,-1.1442939,-0.019934664,0.0,perturbed,progenitor,batch_B,donor_1,replicate_3
perturbed_cell_000286,-1.1536428,0.06795318,0.0,perturbed,progenitor,batch_A,donor_4,replicate_2
perturbed_cell_000287,-1.0633478,-0.112921774,0.0,perturbed,progenitor,batch_A,donor_1,replicate_3
perturbed_cell_000288,-1.2558081,0.035517517,0.0,perturbed,progenitor,batch_C,donor_1,replicate_2
perturbed_cell_000289,-1.2441574,0.15285015,0.0,perturbed,progenitor,batch_C,donor_4,replicate_2
perturbed_cell_000290,-1.1582571,0.018439803,0.0,perturbed,progenitor,batch_C,donor_3,replicate_3
perturbed_cell_000291,-1.1641241,-0.02942499,0.0,perturbed,progenitor,batch_C,donor_2,replicate_2
perturbed_cell_000292,-1.2085965,0.1350419,0.0,perturbed,progenitor,batch_B,donor_4,replicate_2
perturbed_cell_000293,-1.1208278,-0.16140185,0.0,perturbed,progenitor,batch_C,donor_1,replicate_3
perturbed_cell_000294,-1.2009317,0.042444516,0.0,perturbed,progenitor,batch_C,donor_3,replicate_3
perturbed_cell_000295,-1.1164243,0.098260865,0.0,perturbed,progenitor,batch_C,donor_2,replicate_3
perturbed_cell_000296,-1.1284995,-0.020358099,0.0,perturbed,progenitor,batch_C,donor_3,replicate_3
perturbed_cell_000297,-1.1639898,0.02331977,0.0,perturbed,progenitor,batch_C,donor_3,replicate_3
perturbed_cell_000298,-1.1064798,-0.051201135,0.0,perturbed,progenitor,batch_A,donor_2,replicate_3
perturbed_cell_000299,-1.1760719,0.045568984,0.0,perturbed,progenitor,batch_C,donor_4,replicate_3
perturbed_cell_000300,-1.1384925,-0.008395935,0.0,perturbed,progenitor,batch_A,donor_2,replicate_2
perturbed_cell_000301,-1.0828552,-0.059295535,0.0,perturbed,progenitor,batch_C,donor_1,replicate_3
perturbed_cell_000302,-1.1016313,0.09787525,0.0,perturbed,progenitor,batch_B,donor_1,replicate_3
perturbed_cell_000303,-1.1505777,-0.0072156773,0.0,perturbed,progenitor,batch_B,donor_1,replicate_2
perturbed_cell_000304,-1.2345719,-0.02934839,0.0,perturbed,progenitor,batch_A,donor_4,replicate_2
perturbed_cell_000305,-1.2029209,0.0799868,0.0,perturbed,progenitor,batch_C,donor_2,replicate_3
perturbed_cell_000306,-1.1708311,-0.022773517,0.0,perturbed,progenitor,batch_B,donor_2,replicate_3
perturbed_cell_000307,-1.0635315,-0.0061646504,0.0,perturbed,progenitor,batch_B,donor_3,replicate_3
perturbed_cell_000308,-1.10586,-0.02874789,0.0,perturbed,progenitor,batch_C,donor_4,replicate_3
perturbed_cell_000309,-1.1190597,-0.014075358,0.0,perturbed,progenitor,batch_B,donor_2,replicate_2
perturbed_cell_000310,-1.0471148,0.018548299,0.0,perturbed,progenitor,batch_A,donor_3,replicate_3
perturbed_cell_000311,-1.2622992,-0.038967658,0.0,perturbed,progenitor,batch_C,donor_1,replicate_3
perturbed_cell_000312,-1.2510799,0.04315252,0.0,perturbed,progenitor,batch_C,donor_4,replicate_2
perturbed_cell_000313,-1.0870922,0.020575222,0.0,perturbed,progenitor,batch_C,donor_2,replicate_2
perturbed_cell_000314,-1.1904172,-0.09110681,0.0,perturbed,progenitor,batch_C,donor_4,replicate_3
perturbed_cell_000315,-1.1536996,-0.05332969,0.0,perturbed,progenitor,batch_C,donor_2,replicate_3
perturbed_cell_000316,-1.0756036,-0.031200089,0.0,perturbed,progenitor,batch_C,donor_3,replicate_2
perturbed_cell_000317,-1.1134444,-0.038381837,0.0,perturbed,progenitor,batch_A,donor_3,replicate_2
perturbed_cell_000318,-1.0624934,-0.081265755,0.0,perturbed,progenitor,batch_B,donor_3,replicate_3
perturbed_cell_000319,-1.1783899,0.046409026,0.0,perturbed,progenitor,batch_B,donor_2,replicate_3
perturbed_cell_000320,-1.0159057,-0.11450606,0.0,perturbed,progenitor,batch_B,donor_3,replicate_3
perturbed_cell_000321,-1.2517107,0.03761935,0.0,perturbed,progenitor,batch_B,donor_3,replicate_3
perturbed_cell_000322,-1.0236386,0.067209385,0.0,perturbed,progenitor,batch_C,donor_3,replicate_3
perturbed_cell_000323,-1.0926847,-0.08535601,0.0,perturbed,progenitor,batch_A,donor_3,replicate_3
perturbed_cell_000324,-1.1290442,0.040884078,0.0,perturbed,progenitor,batch_B,donor_1,replicate_3
perturbed_cell_000325,-1.1329802,0.02434843,0.0,perturbed,progenitor,batch_C,donor_3,replicate_3
perturbed_cell_000326,-1.0896903,-0.19480498,0.0,perturbed,progenitor,batch_C,donor_2,replicate_2
perturbed_cell_000327,-1.3129771,-0.09517174,0.0,perturbed,progenitor,batch_B,donor_2,replicate_2
perturbed_cell_000328,-1.1430875,-0.031151345,0.0,perturbed,progenitor,batch_C,donor_4,replicate_2
perturbed_cell_000329,-1.2566833,0.12960012,0.0,perturbed,progenitor,batch_A,donor_2,replicate_3
perturbed_cell_000330,-1.1666123,0.015712677,0.0,perturbed,progenitor,batch_A,donor_3,replicate_3
perturbed_cell_000331,-1.0752789,0.17039734,0.0,perturbed,progenitor,batch_B,donor_4,replicate_2
perturbed_cell_000332,-1.1547498,0.01483054,0.0,perturbed,progenitor,batch_B,donor_2,replicate_3
perturbed_cell_000333,-1.2496234,-0.0038200133,0.0,perturbed,progenitor,batch_B,donor_3,replicate_2
perturbed_cell_000334,-1.2508523,-0.036276057,0.0,perturbed,progenitor,batch_A,donor_4,replicate_3
perturbed_cell_000335,-1.0890372,0.028618501,0.0,perturbed,progenitor,batch_B,donor_2,replicate_3
perturbed_cell_000336,-1.0742118,0.020102069,0.0,perturbed,progenitor,batch_B,donor_2,replicate_3
perturbed_cell_000337,-1.0567572,-0.078584425,0.0,perturbed,progenitor,batch_B,donor_2,replicate_2
perturbed_cell_000338,-1.0526748,-0.045760125,0.0,perturbed,progenitor,batch_C,donor_4,replicate_3
perturbed_cell_000339,-1.1801988,-0.025042178,0.0,perturbed,progenitor,batch_A,donor_4,replicate_2
perturbed_cell_000340,-1.0034537,-0.06042527,0.0,perturbed,progenitor,batch_C,donor_4,replicate_2
perturbed_cell_000341,-1.111501,0.0334749,0.0,perturbed,progenitor,batch_B,donor_1,replicate_2
perturbed_cell_000342,-1.1422304,-0.06324707,0.0,perturbed,progenitor,batch_C,donor_3,replicate_3
perturbed_cell_000343,-1.2416941,-0.09217438,0.0,perturbed,progenitor,batch_B,donor_2,replicate_3
perturbed_cell_000344,-1.0630313,-0.06329767,0.0,perturbed,progenitor,batch_B,donor_1,replicate_2
perturbed_cell_000345,-1.2470057,0.07631703,0.0,perturbed,progenitor,batch_C,donor_3,replicate_3
perturbed_cell_000346,-1.1009567,-0.0030081347,0.0,perturbed,progenitor,batch_B,donor_4,replicate_2
perturbed_cell_000347,-1.192621,-0.2192957,0.0,perturbed,progenitor,batch_A,donor_2,replicate_3
perturbed_cell_000348,-1.2130058,-0.014487383,0.0,perturbed,progenitor,batch_B,donor_2,replicate_3
perturbed_cell_000349,-1.2367545,-0.086641386,0.0,perturbed,progenitor,batch_A,donor_1,replicate_2
perturbed_cell_000350,-0.98643255,-0.13743635,0.0,perturbed,progenitor,batch_B,donor_3,replicate_2
perturbed_cell_000351,-1.1274955,-0.06536792,0.0,perturbed,progenitor,batch_C,donor_2,replicate_2
perturbed_cell_000352,-1.1361629,-0.09878605,0.0,perturbed,progenitor,batch_B,donor_2,replicate_2
perturbed_cell_000353,-1.0559332,-0.028649654,0.0,perturbed,progenitor,batch_C,donor_2,replicate_3
perturbed_cell_000354,-1.0150741,0.10761048,0.0,perturbed,progenitor,batch_A,donor_2,replicate_2
perturbed_cell_000355,-1.2247276,-0.08259674,0.0,perturbed,progenitor,batch_C,donor_1,replicate_2
perturbed_cell_000356,-1.2568077,-0.08159318,0.0,perturbed,progenitor,batch_C,donor_3,replicate_2
perturbed_cell_000357,-1.0533587,0.12854931,0.0,perturbed,progenitor,batch_C,donor_1,replicate_3
perturbed_cell_000358,-1.1992335,0.08565155,0.0,perturbed,progenitor,batch_C,donor_1,replicate_2
perturbed_cell_000359,-1.1557391,-0.023461621,0.0,perturbed,progenitor,batch_B,donor_1,replicate_3
perturbed_cell_000360,-1.1633499,0.06194432,0.0,perturbed,progenitor,batch_C,donor_1,replicate_3
perturbed_cell_000361,-1.3125747,-0.03091993,0.0,perturbed,progenitor,batch_C,donor_2,replicate_2
perturbed_cell_000362,-1.2007103,0.06429496,0.0,perturbed,progenitor,batch_C,donor_3,replicate_2
perturbed_cell_000363,-1.0912786,0.080175035,0.0,perturbed,progenitor,batch_B,donor_1,replicate_3
perturbed_cell_000364,-1.0993809,0.02800088,0.0,perturbed,progenitor,batch_C,donor_1,replicate_3
perturbed_cell_000365,-1.2162995,0.020529162,0.0,perturbed,progenitor,batch_B,donor_2,replicate_3
perturbed_cell_000366,-1.1801084,-0.04244727,0.0,perturbed,progenitor,batch_B,donor_4,replicate_3
perturbed_cell_000367,-1.3287755,0.08647194,0.0,perturbed,progenitor,batch_C,donor_2,replicate_3
perturbed_cell_000368,-1.2282761,-0.002927477,0.0,perturbed,progenitor,batch_B,donor_1,replicate_2
perturbed_cell_000369,-0.99809694,0.07262241,0.0,perturbed,progenitor,batch_B,donor_3,replicate_3
perturbed_cell_000370,-1.1878856,0.2010329,0.0,perturbed,progenitor,batch_A,donor_4,replicate_3
perturbed_cell_000371,-1.0659319,-0.0672354,0.0,perturbed,progenitor,batch_C,donor_1,replicate_3
perturbed_cell_000372,-1.1864548,0.08405912,0.0,perturbed,progenitor,batch_C,donor_2,replicate_3
perturbed_cell_000373,-1.0818877,0.03326281,0.0,perturbed,progenitor,batch_B,donor_2,replicate_2
perturbed_cell_000374,-1.2464565,-0.007170654,0.0,perturbed,progenitor,batch_B,donor_2,replicate_3
perturbed_cell_000375,-1.0811647,0.15329485,0.0,perturbed,progenitor,batch_B,donor_4,replicate_2
perturbed_cell_000376,-1.1361724,-0.01511212,0.0,perturbed,progenitor,batch_B,donor_3,replicate_3
perturbed_cell_000377,-1.1667421,0.041849557,0.0,perturbed,progenitor,batch_C,donor_1,replicate_2
perturbed_cell_000378,-1.2949286,-0.031873323,0.0,perturbed,progenitor,batch_B,donor_1,replicate_3
perturbed_cell_000379,-1.1594753,0.029339816,0.0,perturbed,progenitor,batch_B,donor_3,replicate_3
perturbed_cell_000380,-1.1548737,-0.019338852,0.0,perturbed,progenitor,batch_B,donor_2,replicate_3
perturbed_cell_000381,-1.1897715,0.0065090666,0.0,perturbed,progenitor,batch_A,donor_2,replicate_2
perturbed_cell_000382,-1.1072373,0.031358387,0.0,perturbed,progenitor,batch_B,donor_3,replicate_2
perturbed_cell_000383,-1.0700282,-0.03313486,0.0,perturbed,progenitor,batch_B,donor_2,replicate_2
perturbed_cell_000384,-1.1001972,-0.121597074,0.0,perturbed,progenitor,batch_A,donor_1,replicate_3
perturbed_cell_000385,-1.1757289,0.11485575,0.0,perturbed,progenitor,batch_B,donor_3,replicate_2
perturbed_cell_000386,-1.2204386,0.057256818,0.0,perturbed,progenitor,batch_B,donor_3,replicate_2
perturbed_cell_000387,-1.1997322,0.01113413,0.0,perturbed,progenitor,batch_B,donor_4,replicate_2
perturbed_cell_000388,-1.2724938,0.1421128,0.0,perturbed,progenitor,batch_B,donor_1,replicate_3
perturbed_cell_000389,-1.0279536,-0.056559023,0.0,perturbed,progenitor,batch_C,donor_4,replicate_3
perturbed_cell_000390,-1.230758,-0.12814799,0.0,perturbed,progenitor,batch_A,donor_3,replicate_2
perturbed_cell_000391,-1.1303949,0.01818451,0.0,perturbed,progenitor,batch_A,donor_3,replicate_2
perturbed_cell_000392,-1.1017736,0.03743895,0.0,perturbed,progenitor,batch_B,donor_3,replicate_2
perturbed_cell_000393,-1.2265584,0.088502884,0.0,perturbed,progenitor,batch_B,donor_3,replicate_3
perturbed_cell_000394,-1.0221153,-0.02241398,0.0,perturbed,progenitor,batch_B,donor_1,replicate_2
perturbed_cell_000395,-1.1946855,-0.015287333,0.0,perturbed,progenitor,batch_C,donor_2,replicate_2
perturbed_cell_000396,-1.1788048,0.072342016,0.0,perturbed,progenitor,batch_A,donor_3,replicate_3
perturbed_cell_000397,-1.0750424,0.052118566,0.0,perturbed,progenitor,batch_C,donor_3,replicate_3
perturbed_cell_000398,-1.1724124,0.006267462,0.0,perturbed,progenitor,batch_B,donor_3,replicate_3
perturbed_cell_000399,-1.0660149,0.052600645,0.0,perturbed,progenitor,batch_C,donor_4,replicate_3
perturbed_cell_000400,-0.82808864,-0.0750765,0.25,perturbed,progenitor,batch_B,donor_1,replicate_1
perturbed_cell_000401,-0.8568566,0.14012402,0.25,perturbed,progenitor,batch_A,donor_1,replicate_1
perturbed_cell_000402,-0.72041357,-0.04312333,0.25,perturbed,progenitor,batch_B,donor_3,replicate_1
perturbed_cell_000403,-0.62105775,-0.022118961,0.25,perturbed,progenitor,batch_C,donor_4,replicate_1
perturbed_cell_000404,-0.6283133,-0.030427398,0.25,perturbed,progenitor,batch_C,donor_3,replicate_1
perturbed_cell_000405,-0.6880561,-0.03117091,0.25,perturbed,progenitor,batch_C,donor_1,replicate_3
perturbed_cell_000406,-0.6110444,-0.047363993,0.25,perturbed,progenitor,batch_A,donor_1,replicate_3
