cell_id,state_1,state_2,time,condition,fate_label
cell_001837,0.048538655,-0.16159308,0.5,control,major
cell_001838,0.043619376,-0.0030056254,0.5,control,major
cell_001839,-0.1137383,-0.0923506,0.5,control,rare
cell_001840,0.032877687,-0.053986043,0.5,control,major
cell_001841,0.056366112,0.13833983,0.5,control,major
cell_001842,0.0037580957,0.007862837,0.5,control,major
cell_001843,-0.07835024,0.1593473,0.5,control,major
cell_001844,-0.120897815,0.16243036,0.5,control,major
cell_001845,-0.013215933,0.06960597,0.5,control,major
cell_001846,-0.13664702,0.0655354,0.5,control,major
cell_001847,0.049086843,-0.02964008,0.5,control,major
cell_001848,0.03989087,0.08439371,0.5,control,major
cell_001849,-0.05150045,0.14564657,0.5,control,major
cell_001850,-0.17618054,0.10500719,0.5,control,major
cell_001851,0.12955481,0.037922725,0.5,control,rare
cell_001852,0.031184537,0.053138264,0.5,control,major
cell_001853,-0.050864205,0.053038664,0.5,control,major
cell_001854,0.04350458,0.012693223,0.5,control,major
cell_001855,0.060593907,0.093380116,0.5,control,rare
cell_001856,-0.004950659,-0.030278858,0.5,control,major
cell_001857,-0.10757958,0.13939798,0.5,control,major
cell_001858,-0.004779694,0.1474192,0.5,control,major
cell_001859,-0.04269074,0.14372261,0.5,control,major
cell_001860,-0.012663933,0.018672403,0.5,control,major
cell_001861,-0.03207988,-0.018491622,0.5,control,major
cell_001862,0.15914877,-0.084983274,0.5,control,rare
cell_001863,0.05156113,0.034323197,0.5,control,major
cell_001864,-0.084154226,0.058562286,0.5,control,major
cell_001865,0.088095404,0.035614185,0.5,control,major
cell_001866,-0.06964256,0.08970987,0.5,control,major
cell_001867,0.03992181,0.20870058,0.5,control,major
cell_001868,0.028300038,0.12879214,0.5,control,major
cell_001869,0.05754202,-0.014968503,0.5,control,major
cell_001870,-0.07706656,-0.009438976,0.5,control,major
cell_001871,-0.10657166,0.14090952,0.5,control,major
cell_001872,0.023204008,0.08363241,0.5,control,major
cell_001873,-0.20741732,0.08716542,0.5,control,rare
cell_001874,-0.071541764,0.086872295,0.5,control,rare
cell_001875,-0.11593932,0.012280635,0.5,control,major
cell_001876,-0.17622796,0.106242724,0.5,control,major
cell_001877,-0.088100545,-0.008567285,0.5,control,major
cell_001878,-0.109801136,0.13946113,0.5,control,major
cell_001879,0.056917094,0.22223544,0.5,control,major
cell_001880,-0.05485653,0.09477828,0.5,control,major
cell_001881,-0.103146814,0.050469607,0.5,control,major
cell_001882,-0.041507624,0.11442872,0.5,control,major
cell_001883,0.08136174,0.15655807,0.5,control,major
cell_001884,-0.06742498,0.15715016,0.5,control,major
cell_001885,-0.003526811,0.051304977,0.5,control,major
cell_001886,-0.056680918,0.032477863,0.5,control,major
cell_001887,0.1393851,0.10186559,0.5,control,major
cell_001888,0.013968947,-0.098252475,0.5,control,rare
cell_001889,0.1956783,0.18167357,0.5,control,major
cell_001890,-0.05768497,0.055383522,0.5,control,major
cell_001891,-0.017139563,-0.065602966,0.5,control,rare
cell_001892,-0.05609808,-0.042167407,0.5,control,rare
cell_001893,0.11616705,-0.027817521,0.5,control,major
cell_001894,-0.09025174,0.038620044,0.5,control,major
cell_001895,-0.034943644,0.23715,0.5,control,major
cell_001896,0.08013674,0.15281852,0.5,control,major
cell_001897,-0.021149255,0.054367654,0.5,control,major
cell_001898,-0.11613643,0.13981195,0.5,control,major
cell_001899,0.039284367,0.18015252,0.5,control,major
cell_001900,-0.016866377,0.0659304,0.5,control,major
cell_001901,0.013603643,0.14862454,0.5,control,major
cell_001902,-0.11761725,0.13615721,0.5,control,major
cell_001903,-0.001639645,-0.0074182544,0.5,control,major
cell_001904,-0.16676846,0.06635483,0.5,control,major
cell_001905,0.11581704,0.2112475,0.5,control,major
cell_001906,0.028430097,0.23423319,0.5,control,major
cell_001907,-0.0034352867,0.153537,0.5,control,major
cell_001908,-0.036098473,0.03610482,0.5,control,major
cell_001909,-0.054200727,-0.08756959,0.5,control,major
cell_001910,0.10296738,-0.12860332,0.5,control,rare
cell_001911,-0.0641151,-0.017125007,0.5,control,major
cell_001912,-0.016348755,0.06380666,0.5,control,rare
cell_001913,0.16750231,-0.055596624,0.5,control,major
cell_001914,-0.02835584,-0.16002135,0.5,control,rare
cell_001915,0.07906702,0.10020021,0.5,control,major
cell_001916,-0.050925545,0.08307857,0.5,control,major
cell_001917,-0.03819349,0.20641242,0.5,control,major
cell_001918,0.04375676,0.1308586,0.5,control,major
cell_001919,-0.2133534,-0.08261582,0.5,control,rare
cell_001920,0.16665688,0.18336305,0.5,control,major
cell_001921,-0.14776717,-0.10234679,0.5,control,rare
cell_001922,-0.09612156,0.21416084,0.5,control,major
cell_001923,0.019542262,-0.13869637,0.5,control,rare
cell_001924,0.0027326355,-0.13131651,0.5,control,major
cell_001925,-0.0867969,0.08018822,0.5,control,major
cell_001926,0.06765403,-0.078032404,0.5,control,major
cell_001927,-0.030492425,0.15804759,0.5,control,major
cell_001928,-0.11611626,0.095607355,0.5,control,major
cell_001929,0.00527796,0.21442315,0.5,control,major
cell_001930,-0.018410895,0.063544676,0.5,control,major
cell_001931,0.06839678,-0.028835166,0.5,control,major
cell_001932,-0.017670656,0.040814728,0.5,control,major
cell_001933,-0.011112945,0.14514524,0.5,control,major
cell_001934,0.044332918,0.017378142,0.5,control,major
cell_001935,0.010935936,0.19650805,0.5,control,major
cell_001936,-0.066509254,0.08888607,0.5,control,major
cell_001937,-0.015452854,0.07223233,0.5,control,major
cell_001938,-0.1304526,0.19013375,0.5,control,major
cell_001939,-0.06194815,0.15935849,0.5,control,major
cell_001940,-0.04971013,0.027232355,0.5,control,major
cell_001941,0.09704986,0.15678349,0.5,control,major
cell_001942,0.016693272,-0.016380683,0.5,control,rare
cell_001943,-0.023084223,-0.07794214,0.5,control,rare
cell_001944,-0.052929953,0.14959793,0.5,control,major
cell_001945,-0.055473067,0.04153978,0.5,control,rare
cell_001946,-0.025266733,-0.07563204,0.5,control,rare
cell_001947,0.06069824,0.07918188,0.5,control,major
cell_001948,-0.023832666,0.074870855,0.5,control,major
cell_001949,0.071505465,0.024244549,0.5,control,major
cell_001950,-0.01009896,0.07809567,0.5,control,major
cell_001951,0.06916682,0.069285095,0.5,control,major
cell_001952,0.14466393,0.06474964,0.5,control,major
cell_001953,-0.019014692,0.063590154,0.5,control,major
cell_001954,-0.10533132,-0.16021088,0.5,control,rare
cell_001955,-0.042453352,0.16813911,0.5,control,major
cell_001956,-0.0026500847,0.038501192,0.5,control,major
cell_001957,0.09812278,0.04682144,0.5,control,rare
cell_001958,0.1004306,0.009025527,0.5,control,major
cell_001959,-0.03961989,0.06782616,0.5,control,rare
cell_001960,0.019291176,-0.098682895,0.5,control,rare
cell_001961,0.057467837,0.15785666,0.5,control,major
cell_001962,-0.045715965,0.09482793,0.5,control,major
cell_001963,0.074124806,-0.015550245,0.5,control,major
cell_001964,0.0009876366,-0.1664239,0.5,control,rare
cell_001965,-0.07868644,0.032224722,0.5,control,major
cell_001966,0.038169563,0.051510915,0.5,control,major
cell_001967,-0.05187345,0.081397094,0.5,control,major
cell_001968,-0.09175702,0.11157698,0.5,control,major
cell_001969,0.09051094,0.070936404,0.5,control,major
cell_001970,-0.01621192,0.107147954,0.5,control,major
cell_001971,-0.16227755,0.12021812,0.5,control,major
cell_001972,0.24815087,0.06745863,0.5,control,major
cell_001973,-0.009530002,0.1367613,0.5,control,major
cell_001974,0.13162662,0.0007247003,0.5,control,rare
cell_001975,-0.17244855,0.122344635,0.5,control,major
cell_001976,0.20575441,0.12706801,0.5,control,major
cell_001977,-0.092368156,0.099819094,0.5,control,major
cell_001978,-0.10245498,0.17589702,0.5,control,major
cell_001979,-0.076470606,0.08321222,0.5,control,major
cell_001980,-0.0686224,0.033556882,0.5,control,major
cell_001981,0.11889205,0.0855493,0.5,control,major
cell_001982,-0.0447362,-0.014345511,0.5,control,major
cell_001983,-0.14973612,-0.022829723,0.5,control,major
cell_001984,0.00895674,0.15569143,0.5,control,major
cell_001985,-0.04482812,0.04837076,0.5,control,rare
cell_001986,-0.057400033,0.05823179,0.5,control,major
cell_001987,-0.08636614,0.15653367,0.5,control,major
cell_001988,0.16780084,-0.21821809,0.5,control,rare
cell_001989,-0.027692966,0.17845511,0.5,control,major
cell_001990,-0.11575564,0.12260744,0.5,control,major
cell_001991,0.09771778,0.08353103,0.5,control,major
cell_001992,0.044021044,0.21814492,0.5,control,major
cell_001993,0.15587412,0.07231535,0.5,control,major
cell_001994,-0.042590227,0.0036743183,0.5,control,major
cell_001995,0.078157134,-0.032469317,0.5,control,major
cell_001996,-0.020205922,0.08548791,0.5,control,major
cell_001997,-0.040240202,0.09965835,0.5,control,major
cell_001998,0.20516106,0.06754484,0.5,control,major
cell_001999,-0.03483245,0.15849927,0.5,control,major
cell_002000,0.019166691,0.19241959,0.5,control,major
cell_002001,0.01317501,0.05739887,0.5,control,major
cell_002002,-0.14269799,-0.2068515,0.5,control,rare
cell_002003,-0.14685589,0.10761986,0.5,control,major
cell_002004,-0.108979955,0.17771892,0.5,control,major
cell_002005,0.0024197253,0.057737775,0.5,control,major
cell_002006,-0.06750841,0.12705342,0.5,control,major
cell_002007,-0.06435983,-0.001557513,0.5,control,major
cell_002008,0.09506799,0.10564242,0.5,control,major
cell_002009,-0.018794354,0.12858737,0.5,control,major
cell_002010,0.00071454985,0.10791378,0.5,control,major
cell_002011,-0.065347835,0.24290462,0.5,control,major
cell_002012,-0.046369597,0.20175403,0.5,control,major
cell_002013,-0.015109508,0.1418405,0.5,control,major
cell_002014,0.05873788,0.16902086,0.5,control,major
cell_002015,-0.067249894,0.16332357,0.5,control,major
cell_002016,0.14771518,0.056577288,0.5,control,major
cell_002017,0.0027764854,0.035396997,0.5,control,major
cell_002018,-0.0277149,0.21418655,0.5,control,major
cell_002019,-0.08033876,0.0019032215,0.5,control,major
cell_002020,0.12887208,0.1272366,0.5,control,major
cell_002021,0.16962962,0.041237637,0.5,control,major
cell_002022,0.010102491,-0.13012688,0.5,control,rare
cell_002023,0.011464094,-0.064655006,0.5,control,major
cell_002024,0.054796364,0.10315065,0.5,control,major
cell_002025,-0.004604373,0.046043582,0.5,control,major
cell_002026,-0.07158032,0.13548976,0.5,control,major
cell_002027,-0.0936872,0.1182244,0.5,control,major
cell_002028,0.16595611,0.19611445,0.5,control,major
cell_002029,-0.120410234,0.034333684,0.5,control,major
cell_002030,0.03371606,0.07165017,0.5,control,major
cell_002031,-0.111952454,0.108098,0.5,control,major
cell_002032,-0.0008013516,0.23041876,0.5,control,major
cell_002033,-0.020258296,0.17071299,0.5,control,major
cell_002034,-0.10136707,-0.0049680164,0.5,control,major
cell_002035,0.05773296,0.16397119,0.5,control,major
cell_002036,-0.07659142,-0.07534654,0.5,control,rare
cell_002037,-0.11052633,0.06277514,0.5,control,major
cell_002038,0.06695382,0.042476047,0.5,control,major
cell_002039,-0.019922776,-0.013110905,0.5,control,major
cell_002040,-0.051868673,0.2179216,0.5,control,major
cell_002041,0.0058339913,-0.15745735,0.5,control,rare
cell_002042,-0.025181755,-0.05052148,0.5,control,major
cell_002043,-0.08113278,0.1860999,0.5,control,major
cell_002044,-0.011398594,0.22853114,0.5,control,major
cell_002045,-0.007627827,0.074394435,0.5,control,major
cell_002046,0.05127153,-0.13653427,0.5,control,major
cell_002047,0.016395146,0.073353805,0.5,control,major
cell_002048,0.11888311,0.15444708,0.5,control,major
cell_002049,-0.09069534,0.17664382,0.5,control,major
cell_002050,-0.020985162,0.004916469,0.5,control,major
cell_002051,0.01576826,0.06105118,0.5,control,major
cell_002052,0.12307723,0.10452249,0.5,control,major
cell_002053,0.016452713,-0.005220961,0.5,control,rare
cell_002054,0.08742973,0.13996114,0.5,control,major
cell_002055,0.11355708,0.12596732,0.5,control,major
cell_002056,0.013412117,0.17640649,0.5,control,major
cell_002057,-0.007271691,-0.074613005,0.5,control,rare
cell_002058,0.13772616,0.20702666,0.5,control,major
cell_002059,-0.0006540645,0.0409886,0.5,control,major
cell_002060,0.11705388,-0.013239259,0.5,control,rare
cell_002061,0.025246501,0.05152291,0.5,control,major
cell_002062,0.026535727,0.07553605,0.5,control,major
cell_002063,-0.053147055,0.08759611,0.5,control,major
cell_002064,0.021233924,0.04724112,0.5,control,major
cell_002065,0.07230605,0.18037932,0.5,control,major
cell_002066,0.077591814,0.055172857,0.5,control,major
cell_002067,0.06046572,0.08350964,0.5,control,major
cell_002068,-0.098859675,0.13109107,0.5,control,major
cell_002069,0.011690531,0.28475657,0.5,control,major
cell_002070,0.11658167,0.13416474,0.5,control,major
cell_002071,0.019933641,0.090370506,0.5,control,major
cell_002072,-0.08029515,-0.061846253,0.5,control,major
cell_002073,-0.06980473,0.07345536,0.5,control,major
cell_002074,-0.16844314,0.033726983,0.5,control,major
cell_002075,-0.019809043,0.060038604,0.5,control,major
cell_002076,-0.052937888,0.04995162,0.5,control,major
cell_002077,0.13791151,0.13024434,0.5,control,major
cell_002078,-0.044824064,-0.08274055,0.5,control,rare
cell_002079,-0.0022650668,0.015836293,0.5,control,major
cell_002080,-0.06153042,0.15811464,0.5,control,major
cell_002081,-0.03358275,-0.010302983,0.5,control,major
cell_002082,-0.0034512274,-0.06783195,0.5,control,rare
cell_002083,-0.15781634,0.07401302,0.5,control,major
cell_002084,0.0694384,0.11337108,0.5,control,major
cell_002085,0.1783836,0.17736149,0.5,control,major
cell_002086,0.115914725,0.3012796,0.5,control,major
cell_002087,0.060652502,0.090318345,0.5,control,major
cell_002088,0.077899225,0.032533813,0.5,control,major
cell_002089,0.008614905,0.025454516,0.5,control,major
cell_002090,0.031838764,0.02512,0.5,control,major
cell_002091,-0.05495428,0.110350594,0.5,control,major
cell_002092,-0.011016916,-0.076928966,0.5,control,major
cell_002093,-0.11644455,-0.014508592,0.5,control,major
cell_002094,-0.070637755,0.1104266,0.5,control,major
cell_002095,0.017515108,0.16249508,0.5,control,major
cell_002096,0.060224146,0.16302496,0.5,control,major
cell_002097,0.048671696,0.09404707,0.5,control,major
cell_002098,0.087948136,-0.003719704,0.5,control,rare
cell_002099,0.03008763,0.17895848,0.5,control,major
cell_002100,-0.18766306,0.054035675,0.5,control,major
cell_002101,-0.024463236,0.16948736,0.5,control,major
cell_002102,0.1257116,-0.038741622,0.5,control,major
cell_002103,0.11289337,-0.016442887,0.5,control,major
cell_002104,-0.09129722,0.058529872,0.5,control,major
cell_002105,-0.025456518,-0.047400653,0.5,control,major
cell_002106,0.051990237,0.13162492,0.5,control,major
cell_002107,0.084323324,0.0425963,0.5,control,major
cell_002108,-0.0031666171,0.07483856,0.5,control,major
cell_002109,0.13503964,-0.3040123,0.5,control,rare
cell_002110,-0.07655555,0.07771599,0.5,control,major
cell_002111,-0.08684562,0.056607097,0.5,control,major
cell_002112,-0.010086043,0.024657838,0.5,control,major
cell_002113,0.005157514,0.12752467,0.5,control,major
cell_002114,-0.018901316,0.04101715,0.5,control,major
cell_002115,-0.013261193,0.07667782,0.5,control,major
cell_002116,-0.13922557,0.11419704,0.5,control,major
cell_002117,-0.0360801,0.17819554,0.5,control,major
cell_002118,0.04728428,0.17087804,0.5,control,major
cell_002119,-0.08088031,0.047561795,0.5,control,major
cell_002120,-0.099396676,0.020857431,0.5,control,major
cell_002121,0.10016844,0.19627197,0.5,control,major
cell_002122,-0.09185066,0.040610515,0.5,control,major
cell_002123,-0.006095654,-0.030424276,0.5,control,rare
cell_002124,-0.14078481,-0.05096728,0.5,control,major
cell_002125,0.03917009,-0.078650355,0.5,control,major
cell_002126,-0.03574379,0.09024007,0.5,control,major
cell_002127,0.03325328,0.06593528,0.5,control,major
cell_002128,-0.029260537,0.1448384,0.5,control,major
cell_002129,0.022816474,0.025511397,0.5,control,major
cell_002130,0.0030178318,0.10792625,0.5,control,major
cell_002131,0.13745898,0.14017862,0.5,control,major
cell_002132,0.09716455,0.028424136,0.5,control,major
cell_002133,-0.04193463,0.058442328,0.5,control,major
cell_002134,-0.011485811,-0.0033692694,0.5,control,major
cell_002135,0.10127469,0.14794086,0.5,control,major
cell_002136,-0.024454229,-0.025935875,0.5,control,rare
cell_002137,0.017831933,0.13485897,0.5,control,major
cell_002138,-0.10754457,0.06561984,0.5,control,major
cell_002139,-0.004643082,0.1271641,0.5,control,major
cell_002140,-0.05027501,-0.12272173,0.5,control,major
cell_002141,-0.086535975,0.07238889,0.5,control,major
cell_002142,0.005110738,0.21197258,0.5,control,major
cell_002143,0.046619717,0.08379515,0.5,control,major
cell_002144,-0.0025913022,0.1656074,0.5,control,major
cell_002145,-0.047208834,0.06605002,0.5,control,major
cell_002146,-0.08714065,0.19078521,0.5,control,major
cell_002147,0.031399913,0.020670863,0.5,control,major
cell_002148,-0.009156401,0.118044786,0.5,control,major
cell_002149,-0.020057512,0.03451508,0.5,control,major
cell_002150,-0.052341893,0.10438968,0.5,control,major
cell_002151,-0.028644342,0.04097211,0.5,control,major
cell_002152,-0.10688494,0.08348397,0.5,control,major
cell_002153,-0.014497875,-0.1030046,0.5,control,rare
cell_002154,0.015901655,0.13711292,0.5,control,major
cell_002155,0.05612524,0.12149101,0.5,control,major
cell_002156,-0.019253623,0.03191286,0.5,control,major
cell_002157,-0.08351325,0.029820208,0.5,control,major
cell_002158,0.0015720077,0.014369838,0.5,control,major
cell_002159,0.007684571,3.619304e-05,0.5,control,major
cell_002160,-0.13287935,-0.011720237,0.5,control,rare
cell_002161,-0.03795317,0.010310035,0.5,control,major
cell_002162,-0.08750777,0.111115605,0.5,control,major
cell_002163,0.109992616,0.04502682,0.5,control,major
cell_002164,-0.01724507,0.16300328,0.5,control,major
cell_002165,-0.14483565,0.23462223,0.5,control,major
cell_002166,0.19552803,-0.13923427,0.5,control,major
cell_002167,-0.007800258,0.019756965,0.5,control,major
cell_002168,-0.021181742,0.043801922,0.5,control,major
cell_002169,0.06494073,0.06826714,0.5,control,major
cell_002170,-0.07287258,0.063497916,0.5,control,major
cell_002171,0.041182738,-0.017424978,0.5,control,major
cell_002172,-0.1316987,0.0821467,0.5,control,rare
cell_002173,-0.051394135,0.066284485,0.5,control,major
cell_002174,-0.03182363,0.121119745,0.5,control,major
cell_002175,0.14182319,0.123667434,0.5,control,major
cell_002176,-0.121469215,-0.033457145,0.5,control,major
cell_002177,-0.03191718,0.055814072,0.5,control,major
cell_002178,-0.1377561,0.14282,0.5,control,major
cell_002179,-0.08690564,0.19673686,0.5,control,major
cell_002180,0.14565061,0.057412446,0.5,control,major
cell_002181,0.035117812,-0.021283051,0.5,control,major
cell_002182,0.049894106,0.037417334,0.5,control,major
cell_002183,-0.08697882,0.054125927,0.5,control,major
cell_002184,-0.03725984,0.051259976,0.5,control,major
cell_002185,0.07597439,0.01444812,0.5,control,major
cell_002186,0.13880184,-0.028732043,0.5,control,major
cell_002187,0.12923442,-0.15859358,0.5,control,rare
cell_002188,-8.1058606e-05,0.038057037,0.5,control,major
cell_002189,-0.027498294,0.14138131,0.5,control,major
cell_002190,0.11998615,0.1725147,0.5,control,major
cell_002191,-0.03238851,0.09201314,0.5,control,major
cell_002192,-0.06256623,-0.0020512978,0.5,control,major
cell_002193,-0.09170407,0.042266864,0.5,control,major
cell_002194,0.01996845,-0.075672485,0.5,control,major
cell_002195,-0.0037082962,0.19855474,0.5,control,major
cell_002196,0.08975288,-0.12408745,0.5,control,rare
cell_002197,-0.111749835,0.11405915,0.5,control,major
cell_002198,-0.18539426,0.011539602,0.5,control,rare
cell_002199,-0.017086996,0.0692313,0.5,control,rare
cell_002200,-0.13815723,0.15072443,0.5,control,major
cell_002201,-0.008040707,-0.10375677,0.5,control,rare
cell_002202,-0.109587476,0.12493256,0.5,control,major
cell_002203,0.05409099,0.22008295,0.5,control,major
cell_002204,0.08064402,0.0297611,0.5,control,major
cell_002205,-0.080309,-0.032206587,0.5,control,major
cell_002206,0.11785795,-0.13952667,0.5,control,rare
cell_002207,0.11841839,0.11927849,0.5,control,major
cell_002208,0.02639223,-0.10182219,0.5,control,rare
cell_002209,0.052853834,0.07603507,0.5,control,major
cell_002210,-0.029537063,0.1329531,0.5,control,major
cell_002211,-0.011517769,0.013405945,0.5,control,major
cell_002212,0.047986142,0.072153874,0.5,control,major
cell_002213,0.039112803,0.04096394,0.5,control,major
cell_002214,-0.0967297,0.21607864,0.5,control,major
cell_002215,0.123728916,0.14797552,0.5,control,major
cell_002216,-0.031024855,0.053247288,0.5,control,major
cell_002217,0.110586196,-0.10557913,0.5,control,rare
cell_002218,-0.05060448,0.07250605,0.5,control,rare
cell_002219,-0.0038142146,0.21874675,0.5,control,major
cell_002220,-0.111871354,0.11872752,0.5,control,major
cell_002221,0.1656866,0.079652786,0.5,control,major
cell_002222,-0.02112036,-0.016147425,0.5,control,major
cell_002223,0.086587444,0.01566248,0.5,control,major
cell_002224,-0.0075846845,-0.021487456,0.5,control,major
cell_002225,0.124551564,0.16966355,0.5,control,major
cell_002226,-0.00252678,-0.015059188,0.5,control,major
cell_002227,0.12287256,0.04799819,0.5,control,major
cell_002228,-0.08841639,-0.06369671,0.5,control,major
cell_002229,-0.051677212,-0.039098322,0.5,control,major
cell_002230,-0.04982567,0.13682543,0.5,control,major
cell_002231,-0.030032013,0.105728194,0.5,control,major
cell_002232,-0.057866774,0.08248625,0.5,control,major
cell_002233,0.15367207,0.04939384,0.5,control,major
cell_002234,0.030754356,-0.04796945,0.5,control,major
cell_002235,0.12160849,-0.11544926,0.5,control,rare
cell_002236,0.08404269,0.06741831,0.5,control,major
cell_002237,0.04892635,0.13095371,0.5,control,major
cell_002238,-0.036195226,0.16462524,0.5,control,major
cell_002239,-0.06071879,-0.015037989,0.5,control,rare
cell_002240,-0.031216424,0.105237365,0.5,control,major
cell_002241,-0.03695944,0.08127081,0.5,control,major
cell_002242,-0.0859755,0.09707729,0.5,control,major
cell_002243,0.0035350267,0.034060445,0.5,control,major
cell_002244,-0.0044022375,0.087993085,0.5,control,major
cell_002245,-0.049308565,0.06697204,0.5,control,major
cell_002246,-0.08044416,0.26493138,0.5,control,major
cell_002247,0.08472949,-0.0554252,0.5,control,rare
cell_002248,0.093769036,-0.08106747,0.5,control,major
cell_002249,-0.20461439,0.045329444,0.5,control,major
cell_002250,-0.11028513,0.058344286,0.5,control,major
cell_002251,0.01645253,-0.0036395674,0.5,control,rare
cell_002252,-0.091061115,0.109243184,0.5,control,major
cell_002253,0.0011511755,0.105073474,0.5,control,major
cell_002254,-0.041581757,0.18792354,0.5,control,major
cell_002255,-0.008280692,0.2192073,0.5,control,major
cell_002256,-0.063231096,0.13669892,0.5,control,major
cell_002257,-0.0047734785,0.051053334,0.5,control,major
cell_002258,0.05058523,0.053338848,0.5,control,major
cell_002259,-0.21295723,-0.16775672,0.5,control,major
cell_002260,0.10179377,0.17569341,0.5,control,major
cell_002261,0.15098728,0.07587047,0.5,control,major
cell_002262,-0.10341079,0.04370602,0.5,control,major
cell_002263,0.0009139612,-0.0032903308,0.5,control,major
cell_002264,0.13188598,0.25643295,0.5,control,major
cell_002265,0.038262457,0.076403625,0.5,control,major
cell_002266,-0.10359736,0.20098744,0.5,control,major
cell_002267,0.0061045447,0.054139577,0.5,control,major
cell_002268,0.038493928,0.030415805,0.5,control,major
cell_002269,0.011750014,-0.03812462,0.5,control,major
cell_002270,0.08696698,0.068919845,0.5,control,major
cell_002271,0.092704065,0.061181832,0.5,control,major
cell_002272,-0.010895977,-0.019712668,0.5,control,major
cell_002273,0.06078056,0.007205531,0.5,control,major
cell_002274,-0.03891379,0.0773565,0.5,control,major
cell_002275,0.009697935,-0.059215028,0.5,control,major
cell_002276,-0.018464468,-0.013654309,0.5,control,rare
cell_002277,-0.030267043,0.059294187,0.5,control,major
cell_002278,0.0129924845,0.06719589,0.5,control,major
cell_002279,-0.08244124,0.074365035,0.5,control,major
cell_002280,0.07952585,-0.0068213483,0.5,control,major
cell_002281,-0.029958552,-0.03325778,0.5,control,major
cell_002282,0.07531056,0.06988407,0.5,control,major
cell_002283,-0.06801597,0.08465397,0.5,control,major
cell_002284,-0.09628802,-0.005406915,0.5,control,major
cell_002285,-0.11681068,-0.008069612,0.5,control,major
cell_002286,0.108587004,0.01862326,0.5,control,major
cell_002287,0.03729801,0.0103686135,0.5,control,major
cell_002288,0.0607627,-0.15935929,0.5,control,rare
cell_002289,0.0031382341,0.081500836,0.5,control,major
cell_002290,0.18622443,0.12770675,0.5,control,major
cell_002291,-0.047432322,0.13207665,0.5,control,major
cell_002292,0.17105396,-0.05309816,0.5,control,major
cell_002293,-0.06739856,0.05832092,0.5,control,major
cell_002294,-0.033367056,0.05065219,0.5,control,major
cell_002295,-0.10433858,0.18958922,0.5,control,major
cell_002296,-0.11380869,0.0612557,0.5,control,major
cell_002297,0.083666444,0.074857935,0.5,control,major
cell_002298,-0.078351535,-0.030621326,0.5,control,major
cell_002299,-0.018399935,-0.13783509,0.5,control,rare
cell_002300,0.016418487,-0.034843363,0.5,control,major
cell_002301,0.06504286,0.086516686,0.5,control,major
cell_002302,0.015186911,0.19255887,0.5,control,major
cell_002303,-0.03502364,0.019207392,0.5,control,major
cell_002304,-0.04382109,0.0618706,0.5,control,major
cell_002305,-0.0072771916,0.010816908,0.5,control,major
cell_002306,-0.16184682,0.032398406,0.5,control,major
cell_002307,0.028786054,0.08817339,0.5,control,major
cell_002308,0.09596436,0.0791662,0.5,control,rare
cell_002309,0.060746703,0.18787438,0.5,control,major
cell_002310,0.061341945,0.21406467,0.5,control,major
cell_002311,0.1480683,0.15336594,0.5,control,major
cell_002312,0.05651041,0.06085415,0.5,control,major
cell_002313,-0.0033069826,0.05024574,0.5,control,major
cell_002314,0.04970013,0.019644884,0.5,control,major
cell_002315,-0.015288496,-0.11114086,0.5,control,major
cell_002316,0.13784719,0.05963476,0.5,control,major
cell_002317,0.036446434,0.19389567,0.5,control,major
cell_002318,0.024023475,0.19282022,0.5,control,major
cell_002319,-0.09933902,0.26906285,0.5,control,major
cell_002320,0.08696882,0.09400893,0.5,control,major
cell_002321,0.11400635,-0.016218064,0.5,control,major
cell_002322,-0.023089191,0.19281276,0.5,control,major
cell_002323,-0.14936481,0.122109346,0.5,control,major
cell_002324,0.042574093,0.2348108,0.5,control,major
cell_002325,-0.12663643,0.20604321,0.5,control,major
cell_002326,-0.04475766,0.04151197,0.5,control,major
cell_002327,-0.09776035,-0.009755435,0.5,control,major
cell_002328,0.032281786,-0.011713826,0.5,control,major
cell_002329,0.059222747,0.024235444,0.5,control,major
cell_002330,-0.0970427,-0.119497456,0.5,control,rare
cell_002331,0.026936576,0.055084467,0.5,control,major
cell_002332,0.0027368094,0.13296932,0.5,control,major
cell_002333,0.08659372,0.052465104,0.5,control,major
cell_002334,-0.083537765,0.083360285,0.5,control,major
cell_002335,0.037651967,-0.039585296,0.5,control,major
cell_002336,-0.071248665,0.019737776,0.5,control,major
cell_002337,-0.016625775,0.016390014,0.5,control,major
cell_002338,0.05656326,-0.20568338,0.5,control,rare
cell_002339,-0.1263775,0.05056162,0.5,control,major
cell_002340,-0.014052224,-0.039098784,0.5,control,major
cell_002341,-0.048539907,0.04518922,0.5,control,major
cell_002342,-0.031463835,0.08942325,0.5,control,major
cell_002343,-0.05292631,0.040954176,0.5,control,rare
cell_002344,0.039056372,0.012703646,0.5,control,major
cell_002345,0.0075609195,0.08719395,0.5,control,major
cell_002346,0.09717772,0.029242134,0.5,control,major
cell_002347,0.061387096,-0.07392437,0.5,control,rare
cell_002348,0.119325325,0.18054405,0.5,control,major
cell_002349,0.015758345,0.056290116,0.5,control,major
cell_002350,0.040528473,0.06283672,0.5,control,major
cell_002351,0.13442457,0.083550334,0.5,control,major
cell_002352,-0.03245141,0.04050352,0.5,control,major
cell_002353,-0.09704284,0.12179746,0.5,control,major
